step,protocol,dependencies
MergeExpressionTables,protocols/MergeExpressionTables.sh,HtseqCount
CollectMultipleMetrics,protocols/CollectMultipleMetrics.sh,MarkDuplicates
CalculateHsMetrics,protocols/CalculateHsMetrics.sh,MarkDuplicates
SampleMarkdown,protocols/SampleMarkdown.sh,CalculateHsMetrics;CollectMultipleMetrics;Fastqc;FastqcNugene;MarkDuplicates;fastqcCleanDir=nugeneFastqDir;reads1FqGzClean=nugeneReads1FqGz;reads2FqGzClean=nugeneReads2FqGz
SplitAndTrim,protocols/GatkSplitAndTrim.sh,MarkDuplicates;gatkOpt=allowNCigarReads
IndelRealignmentKnown,protocols/GatkIndelRealignmentKnown.sh,SplitAndTrim;markDuplicatesBam=splitAndTrimBam;markDuplicatesBai=splitAndTrimBai;gatkOpt=allowNCigarReads
MergeBamFilesFreebayes,protocols/MergeBamFiles.sh,IndelRealignmentKnown;addOrReplaceReadGroupsBam=indelRealignmentBam;addOrReplaceReadGroupsBai=indelRealignmentBai;mergeBamFilesDir=freebayesDir;mergeBamFilesBam=freebayesProjectBam;mergeBamFilesBai=freebayesProjectBai
#BQSR,protocols/GatkBQSR.sh,IndelRealignmentKnown;gatkOpt=allowNCigarReads
#AnalyseCovariants,protocols/GatkAnalyseCovariants.sh,BQSR;gatkOpt=allowNCigarReads
HaplotypeCaller,protocols/GatkHaplotypeCaller.sh,IndelRealignmentKnown;bqsrBam=indelRealignmentBam;bqsrBai=indelRealignmentBai;CreatePaddedTargets;gatkOpt=allowNCigarReads
MergeVariants,protocols/MergeVcfs.sh,HaplotypeCaller
ContEst,protocols/GatkContEst.sh,IndelRealignmentKnown
Mutect2,protocols/GatkMutect2.sh,IndelRealignmentKnown
MergeMutect2VariantsBySample,protocols/MergeVcfs.sh,Mutect2;haplotyperScatVcf=mutect2ScatVcf;haplotyperVcf=mutect2SampleVcf
MergeMutect2VariantsByProject,protocols/GatkCombineMutectSamples.sh,MergeMutect2VariantsBySample
Freebayes,protocols/Freebayes.sh,MergeBamFilesFreebayes;CreatePaddedTargets
MergeFreeBayesVariants,protocols/MergeVcfs.sh,Freebayes;haplotyperScatVcf=freebayesScatVcf;haplotyperVcf=freebayesVcf
CombineVariants,protocols/GatkCombineVariants.sh,MergeVariants;MergeFreeBayesVariants;MergeMutect2VariantsByProject;bqsrBam=indelRealignmentBam;bqsrBai=indelRealignmentBai
VariantAnnotation,protocols/GatkSnpEffVariantAnnotation.sh,CombineVariants;haplotyperVcf=combineVcf;haplotyperVcfIdx=combineVcfIdx;bqsrBam=indelRealignmentBam;bqsrBai=indelRealignmentBai;gatkOpt=allowNCigarReads;bqsrDir=indelRealignmentDir;
CustTumorNormalAnnotations,protocols/CustTumorNormalAnnotations.sh,VariantAnnotation
SelectIndels,protocols/GatkSelectIndels.sh,CustTumorNormalAnnotations
SelectSNV,protocols/GatkSelectSNV.sh,CustTumorNormalAnnotations
IndelVariantsToTable,protocols/GatkVariantsToTable.sh,SelectIndels;vcf=indelMnpVcf;variantTable=indelMnpTable;variantRawTable=indelMnpRawTable
IndelVariantsToMinTable,protocols/GatkVariantsToTable.sh,SelectIndels;vcf=indelMnpVcf;variantTable=indelMnpMinTable;variantRawTable=indelMnpMinRawTable;variantFields=variantFieldsLimited
SNVVariantsToTable,protocols/GatkVariantsToTable.sh,SelectSNV;vcf=snvVcf;variantTable=snvTable;variantRawTable=snvRawTable
SNVVariantsToMinTable,protocols/GatkVariantsToTable.sh,SelectSNV;vcf=snvVcf;variantTable=snvMinTable;variantRawTable=snvMinRawTable;variantFields=variantFieldsLimited
IndelVariantsToDescriptionTable,protocols/GenerateTableDescr.sh,SelectIndels;vcf=indelMnpVcf;descrTable=indelMnpDescrTable
SNVVariantsToDescriptionTable,protocols/GenerateTableDescr.sh,SelectSNV;vcf=snvVcf;descrTable=snvDescrTable
TablesToXlsx,protocols/TablesToXlsx.sh,IndelVariantsToTable;SNVVariantsToTable;SNVVariantsToDescriptionTable;IndelVariantsToDescriptionTable
Varscan2,protocols/Varscan2.sh,IndelRealignmentKnown;HaplotypeCaller
PlotGenome,protocols/Plotgenome.sh,Varscan2;SNVVariantsToTable
MergeSegFiles,protocols/MergeSegFiles.sh,PlotGenome
ProjectMarkdown,protocols/ProjectMarkdown.sh,SampleMarkdown
SamQC,protocols/SamQc.sh,MergeBamFiles;MarkDuplicates
MultiQC,protocols/MultiQC.sh,ProjectMarkdown;SelectIndels;SelectSNV;SamQC;VariantAnnotation
Cleanup,protocols/CleanUpProject.sh,PlotGenome;TablesToXlsx;CalculateHsMetrics;CollectMultipleMetrics;Fastqc;TablesToXlsx;HaplotypeCaller
